order_id,merchant_id,account_age_days,past_orders,return_rate_hist,refund_to_keep_count,bracketing_score,claim_text_susp,image_ai_artifact_score,weight_mismatch_kg,shared_identifier_flag,carrier_scan_gap,days_to_claim,order_value,category,is_abuse
ORD102658,M002,96,11,0.405,0,0.277,0.833,0.165,0.146,0,1,0.83,526.03,electronics,1
ORD102659,M003,299,11,0.178,0,0.237,0.154,0.477,0.036,0,0,0.85,6851.29,apparel,1
ORD102660,M003,227,6,0.495,0,0.031,0.371,0.102,0.009,0,1,33.63,1098.94,footwear,0
ORD102661,M001,17,6,0.318,0,0.157,0.288,0.427,0.008,0,0,0.64,2243.53,apparel,1
ORD102662,M001,67,10,0.104,0,0.509,0.015,0.259,0.095,0,0,1.24,4965.76,apparel,0
ORD102663,M001,338,9,0.28,0,0.188,0.302,0.382,0.007,0,0,0.87,414.73,apparel,0
ORD102664,M001,5,7,0.071,1,0.131,0.224,0.075,0.007,0,0,0.74,2738.46,footwear,0
ORD102665,M001,1646,5,0.18,0,0.466,0.343,0.223,0.014,0,1,5.18,392.45,apparel,0
ORD102666,M003,643,8,0.354,0,0.378,0.412,0.312,0.017,0,1,1.46,1458.76,apparel,0
ORD102667,M002,427,6,0.494,0,0.34,0.287,0.184,0.029,0,0,0.27,1251.12,apparel,0
ORD102668,M001,255,8,0.331,0,0.339,0.327,0.66,0.099,0,0,6.18,1559.88,apparel,0
ORD102669,M001,203,10,0.12,0,0.461,0.122,0.404,0.018,0,0,7.84,1840.62,apparel,0
ORD102670,M002,803,9,0.313,1,0.294,0.341,0.035,0.101,0,0,2.08,1521.81,home,0
ORD102671,M001,512,9,0.171,0,0.322,0.113,0.408,0.057,0,0,1.7,981.08,home,0
ORD102672,M001,141,6,0.198,1,0.086,0.156,0.309,0.001,0,0,6.97,719.66,apparel,0
ORD102673,M001,18,7,0.146,0,0.354,0.033,0.195,0.045,0,0,3.64,133.46,apparel,0
ORD102674,M002,336,5,0.406,0,0.57,0.115,0.087,0.062,0,0,8.08,4088.73,electronics,0
ORD102675,M003,186,8,0.046,1,0.552,0.325,0.181,0.015,0,0,17.2,719.39,footwear,0
ORD102676,M002,786,8,0.196,0,0.353,0.291,0.254,0.057,1,0,1.14,1835.18,home,0
ORD102677,M001,1373,13,0.567,0,0.464,0.312,0.14,0.077,0,1,0.39,1871.0,beauty,0
ORD102678,M001,521,7,0.278,1,0.366,0.269,0.177,0.037,0,0,4.5,405.44,electronics,0
ORD102679,M002,216,7,0.455,0,0.194,0.46,0.556,0.066,0,0,7.62,598.95,footwear,0
ORD102680,M001,107,10,0.628,0,0.117,0.053,0.559,0.088,0,0,0.18,1662.37,apparel,0
ORD102681,M001,1126,15,0.047,0,0.62,0.226,0.195,0.035,0,0,1.25,5209.08,footwear,0
ORD102682,M003,515,12,0.334,0,0.185,0.08,0.534,0.04,0,0,4.35,948.11,apparel,0
ORD102683,M001,243,4,0.078,1,0.291,0.215,0.043,0.068,0,0,0.18,1495.4,apparel,0
ORD102684,M001,47,6,0.323,1,0.274,0.122,0.506,0.01,1,0,7.0,1136.85,apparel,0
ORD102685,M003,670,4,0.697,0,0.391,0.609,0.22,0.093,0,0,3.36,895.74,footwear,1
ORD102686,M001,62,2,0.266,0,0.377,0.155,0.573,0.007,0,0,8.52,574.39,apparel,0
ORD102687,M001,702,8,0.416,0,0.628,0.235,0.323,0.082,1,0,1.4,772.98,beauty,0
ORD102688,M003,36,13,0.174,0,0.298,0.277,0.16,0.017,0,0,0.9,885.18,home,0
ORD102689,M003,259,10,0.243,0,0.369,0.226,0.461,0.039,0,0,1.85,992.07,apparel,0
ORD102690,M002,711,11,0.3,0,0.238,0.137,0.38,0.131,0,0,5.18,481.81,home,0
ORD102691,M002,391,10,0.416,1,0.616,0.741,0.426,0.034,0,0,1.43,524.17,home,1
ORD102692,M001,1142,8,0.121,0,0.4,0.302,0.307,0.036,0,0,7.73,894.09,electronics,0
ORD102693,M001,168,12,0.404,1,0.147,0.024,0.106,0.277,0,1,5.08,1216.27,electronics,0
ORD102694,M002,48,9,0.285,0,0.397,0.154,0.477,0.274,0,0,4.37,2615.83,footwear,0
ORD102695,M002,498,6,0.447,1,0.169,0.273,0.368,0.056,0,0,5.16,683.34,electronics,0
ORD102696,M002,404,12,0.349,1,0.025,0.364,0.5,0.077,0,0,0.59,1205.08,footwear,0
ORD102697,M001,292,5,0.428,2,0.598,0.038,0.308,0.143,0,0,11.05,877.05,electronics,0
ORD102698,M001,1,7,0.315,0,0.26,0.263,0.197,0.395,0,0,1.66,2033.06,apparel,0
ORD102699,M003,345,15,0.155,0,0.09,0.484,0.21,0.018,0,0,0.02,1655.88,home,0
ORD102700,M002,22,6,0.232,0,0.199,0.605,0.071,0.009,0,0,2.55,3611.17,apparel,0
ORD102701,M001,457,6,0.398,0,0.495,0.544,0.46,0.036,0,0,4.28,3487.95,home,1
ORD102702,M001,38,8,0.344,0,0.312,0.183,0.289,0.013,0,0,5.49,1555.37,footwear,0
ORD102703,M003,75,6,0.226,0,0.094,0.596,0.075,0.079,0,0,1.49,2381.85,home,0
ORD102704,M001,670,6,0.317,0,0.58,0.119,0.279,0.211,0,0,4.27,1327.22,electronics,0
ORD102705,M002,56,13,0.344,1,0.343,0.429,0.145,0.028,0,0,5.49,524.95,electronics,0
ORD102706,M003,109,13,0.283,3,0.179,0.216,0.106,0.115,0,0,3.03,2763.51,home,0
ORD102707,M001,543,9,0.553,0,0.678,0.072,0.025,0.292,0,0,1.13,4356.76,apparel,0
ORD102708,M001,13,8,0.462,2,0.374,0.36,0.346,0.264,0,0,3.31,700.29,apparel,1
ORD102709,M002,390,14,0.631,1,0.285,0.519,0.654,0.162,0,0,17.75,900.17,apparel,1
ORD102710,M001,209,12,0.086,4,0.836,0.271,0.165,0.007,0,0,1.45,780.94,electronics,0
ORD102711,M001,154,6,0.243,2,0.305,0.784,0.503,0.256,0,1,0.35,6102.5,home,1
ORD102712,M002,1258,13,0.251,0,0.283,0.082,0.119,0.095,0,0,2.75,1275.26,electronics,0
ORD102713,M002,76,8,0.278,1,0.496,0.209,0.436,0.051,0,0,18.22,1998.3,beauty,0
ORD102714,M003,59,8,0.454,0,0.347,0.544,0.345,0.188,0,0,7.13,1605.39,beauty,0
ORD102715,M003,867,7,0.099,1,0.2,0.179,0.186,0.066,0,0,7.12,1203.94,electronics,0
ORD102716,M002,534,3,0.252,0,0.519,0.026,0.266,0.047,0,0,6.38,931.17,beauty,0
ORD102717,M001,132,6,0.534,1,0.817,0.424,0.576,0.042,0,0,2.73,2623.15,apparel,1
ORD102718,M001,53,7,0.398,1,0.35,0.338,0.169,0.142,0,0,0.01,1023.5,beauty,0
ORD102719,M001,81,8,0.21,0,0.044,0.547,0.142,0.033,0,1,12.36,2253.06,apparel,0
ORD102720,M001,4,11,0.124,1,0.641,0.493,0.261,0.167,0,0,6.99,1442.13,apparel,0
ORD102721,M003,110,2,0.383,0,0.111,0.103,0.589,0.164,0,1,1.48,1919.84,apparel,0
ORD102722,M003,506,10,0.459,1,0.602,0.908,0.128,0.044,1,0,7.03,2119.27,apparel,1
ORD102723,M003,71,10,0.598,0,0.47,0.169,0.288,0.045,0,0,2.06,2966.27,apparel,0
ORD102724,M001,569,6,0.299,1,0.422,0.203,0.264,0.012,0,0,10.44,707.86,electronics,0
ORD102725,M001,70,6,0.575,1,0.14,0.351,0.6,0.167,0,0,7.91,558.42,home,0
ORD102726,M001,264,8,0.321,1,0.218,0.192,0.083,0.361,0,0,8.91,1643.38,footwear,0
ORD102727,M002,293,6,0.162,0,0.137,0.213,0.136,0.064,0,0,3.95,3617.9,footwear,0
ORD102728,M001,1330,4,0.309,0,0.668,0.469,0.76,0.071,0,0,2.99,3828.85,apparel,1
ORD102729,M001,66,10,0.554,0,0.843,0.588,0.406,0.019,0,1,12.73,3572.89,apparel,0
ORD102730,M001,403,14,0.536,0,0.496,0.168,0.182,0.264,0,0,4.19,1126.0,electronics,0
ORD102731,M002,61,7,0.308,0,0.166,0.182,0.229,0.019,0,0,15.02,516.3,home,0
ORD102732,M003,622,11,0.418,0,0.463,0.304,0.251,0.005,0,0,3.09,4631.85,home,0
ORD102733,M001,70,8,0.118,1,0.471,0.646,0.551,0.023,0,0,0.85,2197.84,beauty,1
ORD102734,M002,273,8,0.262,0,0.395,0.581,0.553,0.028,0,0,4.16,1632.78,beauty,0
ORD102735,M002,624,11,0.181,2,0.299,0.467,0.086,0.071,0,0,8.71,1137.99,apparel,0
ORD102736,M002,180,6,0.254,0,0.076,0.145,0.065,0.004,0,0,3.55,16189.53,apparel,0
ORD102737,M001,258,9,0.242,0,0.548,0.368,0.138,0.037,0,0,0.38,5028.48,home,0
ORD102738,M001,644,5,0.38,0,0.572,0.685,0.641,0.026,0,0,11.28,2089.61,apparel,1
ORD102739,M001,144,8,0.646,2,0.262,0.152,0.268,0.155,0,0,7.09,714.54,electronics,0
ORD102740,M002,452,10,0.221,0,0.284,0.023,0.399,0.026,0,0,2.79,3603.84,home,0
ORD102741,M002,374,3,0.036,0,0.215,0.315,0.116,0.054,0,0,2.31,602.32,home,0
ORD102742,M001,890,6,0.432,0,0.691,0.208,0.181,0.141,0,0,12.84,5154.29,home,0
ORD102743,M003,46,6,0.316,0,0.352,0.221,0.879,0.114,1,1,4.56,1679.47,apparel,1
ORD102744,M001,32,6,0.6,0,0.116,0.131,0.176,0.024,0,0,11.63,1774.5,apparel,0
ORD102745,M001,1107,9,0.346,0,0.514,0.318,0.208,0.004,0,0,2.08,1755.34,apparel,0
ORD102746,M001,259,9,0.308,2,0.517,0.679,0.589,0.231,0,0,2.49,775.39,apparel,1
ORD102747,M001,1202,9,0.386,0,0.224,0.079,0.082,0.16,0,0,10.71,585.55,apparel,0
ORD102748,M003,74,8,0.388,0,0.416,0.442,0.402,0.01,0,0,0.76,1247.7,home,0
ORD102749,M001,636,6,0.632,0,0.459,0.324,0.141,0.018,0,0,8.17,632.58,beauty,0
ORD102750,M003,559,5,0.254,0,0.046,0.394,0.203,0.181,0,0,12.2,391.8,home,0
ORD102751,M002,285,4,0.488,1,0.463,0.206,0.232,0.229,0,0,3.22,1219.85,electronics,0
ORD102752,M002,450,10,0.034,1,0.33,0.217,0.133,0.065,0,0,5.88,2113.57,electronics,1
ORD102753,M001,60,7,0.152,1,0.368,0.284,0.11,0.474,0,0,2.55,778.76,footwear,0
ORD102754,M001,80,4,0.182,1,0.491,0.191,0.351,0.038,0,0,3.33,1286.91,beauty,0
ORD102755,M002,196,10,0.157,1,0.139,0.368,0.262,0.008,0,0,13.43,216.18,footwear,0
ORD102756,M001,1392,9,0.396,0,0.18,0.483,0.032,0.283,0,0,7.59,1113.67,home,1
ORD102757,M003,212,11,0.618,0,0.085,0.658,0.063,0.104,0,0,4.29,1125.89,apparel,0
ORD102758,M001,109,3,0.301,2,0.426,0.117,0.575,0.032,0,0,2.45,2039.49,apparel,0
ORD102759,M001,487,6,0.684,0,0.278,0.482,0.416,0.05,0,0,8.07,1805.35,electronics,1
ORD102760,M001,665,5,0.282,0,0.611,0.111,0.042,0.106,0,0,2.72,2338.56,home,0
ORD102761,M003,346,5,0.383,1,0.156,0.161,0.28,0.013,0,0,5.01,2392.79,beauty,0
ORD102762,M001,8,18,0.516,0,0.268,0.163,0.221,0.018,1,0,4.78,1124.55,home,0
ORD102763,M002,1275,16,0.559,1,0.352,0.145,0.442,0.021,0,0,2.91,1706.49,electronics,0
ORD102764,M002,396,3,0.154,0,0.041,0.197,0.246,0.011,0,0,2.3,864.37,electronics,0
ORD102765,M002,180,8,0.748,1,0.731,0.618,0.754,0.054,1,0,4.22,1197.23,electronics,0
ORD102766,M001,164,9,0.614,0,0.307,0.085,0.357,0.139,1,0,9.24,24213.13,beauty,0
ORD102767,M002,193,10,0.135,1,0.776,0.463,0.333,0.161,0,0,3.73,482.5,apparel,0
ORD102768,M001,63,7,0.433,0,0.183,0.461,0.477,0.099,0,0,49.85,1327.38,footwear,0
ORD102769,M001,547,11,0.458,0,0.045,0.315,0.092,0.052,0,0,1.74,1260.17,home,0
ORD102770,M002,159,8,0.497,0,0.436,0.615,0.25,0.035,0,0,0.9,314.42,beauty,0
ORD102771,M001,191,7,0.28,1,0.079,0.207,0.35,0.037,0,0,5.37,338.2,apparel,0
ORD102772,M001,423,5,0.397,0,0.131,0.309,0.221,0.004,0,0,1.15,544.84,apparel,0
ORD102773,M002,462,9,0.312,0,0.365,0.333,0.139,0.032,0,0,22.06,5360.89,home,0
ORD102774,M001,32,16,0.271,0,0.313,0.318,0.226,0.061,0,0,2.37,6332.49,beauty,0
ORD102775,M001,316,7,0.154,0,0.388,0.422,0.356,0.016,0,1,1.68,1898.69,footwear,0
ORD102776,M002,636,9,0.108,0,0.141,0.124,0.052,0.167,0,0,12.62,2270.11,home,0
ORD102777,M001,33,12,0.517,1,0.49,0.287,0.191,0.044,0,0,2.36,5018.37,apparel,0
ORD102778,M002,125,11,0.288,0,0.227,0.552,0.144,0.045,0,0,3.05,700.52,apparel,0
ORD102779,M002,211,8,0.622,0,0.686,0.099,0.451,0.027,0,0,0.74,197.1,apparel,1
ORD102780,M001,1104,8,0.382,1,0.208,0.157,0.399,0.082,0,1,7.71,1893.39,footwear,0
ORD102781,M002,325,10,0.1,2,0.293,0.233,0.494,0.167,0,0,13.42,2606.37,apparel,0
ORD102782,M001,436,9,0.324,1,0.418,0.263,0.327,0.094,0,0,6.04,3368.22,electronics,0
ORD102783,M001,364,11,0.192,0,0.186,0.273,0.12,0.13,0,0,0.31,1183.78,home,0
ORD102784,M003,1160,17,0.355,0,0.127,0.341,0.164,0.083,0,0,12.5,954.75,footwear,0
ORD102785,M001,42,12,0.219,0,0.488,0.476,0.459,0.593,0,1,0.76,8860.11,electronics,1
ORD102786,M001,35,10,0.118,0,0.744,0.223,0.244,0.122,0,0,12.86,313.75,beauty,0
ORD102787,M002,224,7,0.259,1,0.443,0.05,0.295,0.095,0,0,2.21,1674.18,beauty,0
ORD102788,M002,46,4,0.099,0,0.368,0.343,0.124,0.013,0,0,6.69,1200.52,apparel,0
ORD102789,M002,1046,4,0.533,2,0.383,0.684,0.606,0.289,0,0,1.2,4115.87,apparel,1
ORD102790,M002,1791,6,0.474,0,0.306,0.109,0.401,0.104,0,0,2.87,7518.62,electronics,0
ORD102791,M003,7,9,0.234,0,0.351,0.268,0.29,0.096,0,0,1.29,1288.09,apparel,0
ORD102792,M001,381,9,0.165,1,0.238,0.15,0.019,0.108,0,0,0.76,1407.1,footwear,0
ORD102793,M001,86,4,0.516,1,0.569,0.27,0.256,0.3,0,0,2.3,2085.36,electronics,1
ORD102794,M001,68,6,0.265,1,0.259,0.148,0.25,0.011,0,0,0.47,1601.01,apparel,0
ORD102795,M002,213,4,0.418,1,0.465,0.282,0.159,0.094,0,0,1.93,1572.7,apparel,0
ORD102796,M001,272,9,0.243,0,0.139,0.447,0.01,0.016,0,0,14.95,440.19,apparel,0
ORD102797,M001,593,9,0.19,0,0.291,0.274,0.349,0.185,0,0,6.04,360.47,home,1
ORD102798,M001,1587,9,0.622,2,0.896,0.143,0.526,0.388,0,0,5.07,2021.18,apparel,1
ORD102799,M001,748,7,0.57,0,0.019,0.26,0.161,0.037,0,0,1.8,1129.26,apparel,0
ORD102800,M001,921,9,0.457,0,0.388,0.358,0.098,0.008,0,0,10.03,1774.45,home,0
ORD102801,M003,289,5,0.107,0,0.447,0.164,0.136,0.187,0,0,0.33,920.93,apparel,0
ORD102802,M002,537,6,0.337,1,0.123,0.169,0.178,0.025,0,0,7.21,6546.6,apparel,0
ORD102803,M002,126,9,0.619,0,0.376,0.624,0.335,0.195,1,1,3.17,1569.11,apparel,1
ORD102804,M003,68,7,0.136,1,0.437,0.101,0.333,0.069,0,0,1.56,1033.94,home,0
ORD102805,M001,629,6,0.222,2,0.337,0.354,0.342,0.066,1,0,0.01,322.0,footwear,0
ORD102806,M003,1605,8,0.546,0,0.226,0.767,0.62,0.157,0,0,0.44,1305.28,home,1
ORD102807,M001,185,8,0.443,0,0.074,0.275,0.449,0.022,0,0,8.97,3606.19,electronics,0
ORD102808,M002,769,7,0.399,0,0.21,0.421,0.193,0.021,0,0,5.51,1721.47,electronics,0
ORD102809,M001,232,7,0.239,0,0.338,0.095,0.277,0.039,0,0,10.88,697.64,electronics,0
ORD102810,M003,519,9,0.401,2,0.21,0.149,0.542,0.084,0,0,3.94,659.87,electronics,0
ORD102811,M001,865,6,0.18,1,0.421,0.237,0.408,0.068,0,0,6.57,2483.0,electronics,0
ORD102812,M003,1018,8,0.179,1,0.584,0.604,0.276,0.338,0,1,0.4,3284.24,home,1
ORD102813,M001,544,8,0.232,0,0.478,0.272,0.117,0.087,0,0,3.93,359.24,apparel,0
ORD102814,M001,13,13,0.089,0,0.656,0.294,0.266,0.078,0,0,1.01,3282.22,home,0
ORD102815,M001,1,4,0.158,0,0.402,0.277,0.191,0.008,0,0,4.48,1163.8,electronics,0
ORD102816,M003,359,10,0.229,0,0.22,0.042,0.257,0.037,0,0,1.29,2269.79,apparel,0
ORD102817,M002,269,6,0.494,1,0.446,0.389,0.564,0.079,0,0,1.01,719.24,home,0
ORD102818,M002,54,10,0.265,0,0.14,0.092,0.404,0.017,0,0,7.15,794.47,apparel,0
ORD102819,M001,658,9,0.437,0,0.172,0.302,0.603,0.287,0,0,0.28,661.62,footwear,0
ORD102820,M003,281,6,0.36,0,0.131,0.073,0.536,0.148,0,0,3.97,464.78,beauty,0
ORD102821,M003,201,7,0.128,0,0.326,0.162,0.162,0.119,0,0,4.86,338.6,home,0
ORD102822,M002,255,13,0.18,0,0.537,0.193,0.069,0.204,0,0,0.53,1900.38,apparel,0
ORD102823,M003,1446,9,0.515,0,0.181,0.272,0.482,0.011,0,0,8.76,1033.92,electronics,0
ORD102824,M003,139,11,0.129,0,0.353,0.153,0.367,0.102,0,0,5.2,1121.13,home,0
ORD102825,M001,434,10,0.349,1,0.286,0.125,0.287,0.107,0,0,1.16,433.19,apparel,0
ORD102826,M001,744,9,0.145,0,0.389,0.519,0.152,0.054,0,0,4.06,1284.31,home,0
ORD102827,M001,58,6,0.168,0,0.362,0.135,0.276,0.015,0,0,7.3,1152.74,apparel,0
ORD102828,M001,1391,9,0.31,2,0.286,0.532,0.56,0.135,0,0,10.96,1647.67,home,0
ORD102829,M002,712,12,0.16,0,0.283,0.13,0.163,0.114,0,0,2.32,954.43,electronics,0
ORD102830,M002,645,12,0.548,0,0.435,0.456,0.151,0.036,0,1,6.33,1097.55,electronics,0
ORD102831,M002,46,6,0.274,0,0.158,0.544,0.263,0.121,0,0,2.59,1086.35,apparel,0
ORD102832,M001,1198,5,0.359,1,0.297,0.138,0.163,0.057,0,0,6.76,1991.22,beauty,0
ORD102833,M001,179,5,0.387,0,0.379,0.076,0.404,0.02,1,1,3.44,1821.69,beauty,0
ORD102834,M001,113,12,0.265,0,0.339,0.169,0.178,0.036,0,0,10.81,582.53,electronics,0
ORD102835,M001,373,7,0.644,1,0.207,0.819,0.204,0.211,0,0,2.52,5530.19,apparel,1
ORD102836,M002,90,12,0.387,1,0.496,0.261,0.073,0.027,0,0,2.24,354.55,beauty,0
ORD102837,M001,154,8,0.309,1,0.3,0.174,0.306,0.021,0,0,4.94,3232.73,beauty,0
ORD102838,M002,145,5,0.158,0,0.178,0.438,0.156,0.063,0,0,6.33,471.7,footwear,0
ORD102839,M001,150,7,0.086,0,0.578,0.073,0.041,0.041,0,0,4.27,3428.06,footwear,0
ORD102840,M003,143,13,0.599,2,0.365,0.275,0.205,0.146,0,0,2.86,596.32,footwear,0
ORD102841,M001,80,9,0.482,0,0.445,0.547,0.379,0.188,0,0,2.59,644.68,home,1
ORD102842,M002,83,10,0.514,0,0.386,0.237,0.779,0.149,0,0,0.71,473.37,home,0
ORD102843,M003,811,5,0.299,0,0.344,0.083,0.224,0.02,0,0,1.68,2732.03,electronics,0
ORD102844,M002,1193,9,0.422,0,0.154,0.39,0.111,0.032,0,0,2.12,707.63,electronics,0
ORD102845,M001,79,7,0.128,0,0.404,0.085,0.054,0.005,0,0,13.16,1665.4,beauty,0
ORD102846,M001,150,8,0.233,0,0.548,0.348,0.139,0.088,0,0,12.04,671.96,footwear,0
ORD102847,M001,191,6,0.515,0,0.512,0.593,0.429,0.083,0,0,3.23,1876.8,apparel,1
ORD102848,M001,430,5,0.265,0,0.304,0.123,0.182,0.024,0,0,6.09,656.68,electronics,0
ORD102849,M002,156,10,0.203,0,0.21,0.265,0.176,0.041,1,0,0.68,755.83,apparel,0
ORD102850,M002,325,8,0.158,0,0.259,0.098,0.44,0.059,0,0,12.03,1515.76,footwear,0
ORD102851,M003,88,10,0.38,0,0.312,0.487,0.375,0.031,0,0,0.56,2092.39,beauty,0
ORD102852,M003,510,11,0.405,0,0.307,0.269,0.12,0.075,0,0,6.19,205.69,home,0
ORD102853,M002,578,13,0.396,1,0.407,0.122,0.277,0.019,1,0,2.27,1137.59,apparel,0
ORD102854,M001,436,8,0.263,0,0.133,0.217,0.209,0.161,0,0,1.33,370.77,electronics,0
ORD102855,M003,210,9,0.246,0,0.64,0.423,0.289,0.047,0,0,1.33,1468.62,apparel,0
ORD102856,M002,34,7,0.322,0,0.435,0.224,0.194,0.01,0,0,12.38,1340.94,home,0
ORD102857,M003,631,10,0.407,1,0.115,0.208,0.359,0.082,0,0,3.75,953.6,apparel,0
ORD102858,M001,156,8,0.191,0,0.497,0.183,0.339,0.009,0,0,7.16,1147.39,apparel,0
ORD102859,M003,73,8,0.267,3,0.486,0.421,0.056,0.204,0,0,8.49,308.8,apparel,0
ORD102860,M001,49,8,0.398,0,0.381,0.362,0.317,0.007,0,0,0.19,2980.78,beauty,0
ORD102861,M001,850,2,0.482,1,0.155,0.202,0.112,0.027,0,0,1.16,859.51,electronics,0
ORD102862,M003,21,9,0.669,1,0.47,0.381,0.302,0.337,0,0,0.72,6636.04,footwear,1
ORD102863,M001,235,5,0.739,0,0.134,0.283,0.226,0.013,0,0,4.51,4986.73,apparel,0
ORD102864,M001,157,10,0.144,0,0.77,0.596,0.648,0.017,0,1,4.71,2603.05,home,1
ORD102865,M003,674,9,0.207,0,0.484,0.169,0.173,0.153,1,0,3.76,645.96,footwear,0
ORD102866,M003,170,9,0.673,1,0.477,0.756,0.089,0.205,0,0,3.34,2302.41,electronics,1
ORD102867,M002,72,11,0.406,0,0.756,0.173,0.429,0.015,0,0,5.96,6375.03,apparel,0
ORD102868,M003,841,11,0.363,1,0.266,0.373,0.522,0.021,1,0,2.42,618.85,home,0
ORD102869,M002,1,8,0.327,1,0.559,0.493,0.141,0.024,0,0,6.11,7298.54,home,0
ORD102870,M002,172,7,0.372,0,0.279,0.108,0.391,0.003,0,0,1.19,4710.74,apparel,0
ORD102871,M002,148,6,0.114,0,0.185,0.318,0.223,0.023,0,0,0.55,738.05,apparel,0
ORD102872,M001,1,5,0.189,0,0.308,0.337,0.118,0.124,0,0,0.89,7090.07,beauty,0
ORD102873,M003,298,14,0.108,0,0.332,0.244,0.244,0.019,0,0,2.75,1727.02,apparel,0
ORD102874,M003,234,7,0.174,1,0.146,0.114,0.115,0.053,0,0,2.89,755.37,home,0
ORD102875,M002,87,8,0.26,1,0.308,0.206,0.124,0.006,0,0,19.64,2990.07,beauty,0
ORD102876,M001,696,6,0.191,0,0.729,0.749,0.514,0.036,0,1,0.17,1453.92,electronics,1
ORD102877,M001,487,9,0.453,0,0.13,0.3,0.102,0.146,0,0,6.96,1732.84,apparel,0
ORD102878,M001,903,8,0.204,2,0.235,0.306,0.493,0.007,0,0,2.06,1296.54,footwear,1
ORD102879,M001,128,8,0.543,0,0.075,0.232,0.405,0.101,1,0,1.39,2332.3,beauty,0
ORD102880,M001,1151,5,0.143,0,0.54,0.151,0.112,0.034,0,0,1.05,1620.88,apparel,0
ORD102881,M002,1953,1,0.548,0,0.298,0.31,0.292,0.004,0,0,0.52,1710.9,apparel,0
ORD102882,M001,146,5,0.258,0,0.242,0.44,0.275,0.292,1,0,19.29,2104.51,footwear,0
ORD102883,M003,512,6,0.586,0,0.253,0.12,0.075,0.023,0,0,0.27,2175.29,footwear,0
ORD102884,M002,67,9,0.403,1,0.301,0.059,0.078,0.046,1,0,0.57,1310.84,electronics,0
ORD102885,M002,7,9,0.394,0,0.214,0.152,0.145,0.072,0,0,0.58,3008.29,apparel,0
ORD102886,M001,244,13,0.449,0,0.619,0.064,0.232,0.074,0,0,7.32,1006.04,beauty,0
ORD102887,M002,908,6,0.444,0,0.715,0.188,0.28,0.031,0,0,2.81,1639.99,home,0
ORD102888,M002,527,10,0.398,1,0.276,0.197,0.291,0.067,0,0,11.62,1905.41,apparel,0
ORD102889,M002,1959,10,0.541,0,0.161,0.073,0.046,0.068,0,0,1.79,1393.83,electronics,0
ORD102890,M001,383,5,0.491,0,0.451,0.147,0.138,0.049,0,0,2.08,1808.92,electronics,0
ORD102891,M001,385,12,0.311,2,0.498,0.152,0.53,0.189,0,0,2.09,2649.38,electronics,0
ORD102892,M003,324,9,0.188,2,0.013,0.261,0.515,0.036,0,0,6.52,1236.16,apparel,0
ORD102893,M002,174,10,0.28,0,0.197,0.292,0.26,0.023,0,0,7.21,586.43,home,0
ORD102894,M002,136,6,0.151,0,0.198,0.102,0.161,0.012,0,0,24.06,709.78,electronics,0
ORD102895,M003,324,4,0.172,1,0.371,0.258,0.482,0.036,1,0,1.04,769.38,electronics,0
ORD102896,M001,627,7,0.15,1,0.106,0.281,0.26,0.127,0,0,9.09,884.34,apparel,0
ORD102897,M001,134,8,0.211,0,0.433,0.546,0.192,0.027,0,0,6.97,567.26,electronics,0
ORD102898,M002,190,9,0.232,0,0.418,0.181,0.177,0.033,0,0,8.67,813.92,electronics,0
ORD102899,M002,6,10,0.194,0,0.081,0.228,0.065,0.15,0,0,0.57,768.27,footwear,0
ORD102900,M002,178,8,0.217,0,0.734,0.173,0.094,0.11,0,0,2.2,938.6,electronics,0
ORD102901,M001,893,11,0.622,0,0.367,0.106,0.099,0.152,0,1,4.3,1388.81,home,0
ORD102902,M002,284,6,0.075,1,0.107,0.407,0.309,0.067,0,0,3.04,1136.62,home,0
ORD102903,M003,28,11,0.336,0,0.396,0.494,0.138,0.296,0,0,4.98,2761.89,footwear,1
ORD102904,M001,436,17,0.478,0,0.158,0.047,0.056,0.069,0,0,2.62,584.97,apparel,0
ORD102905,M003,231,11,0.188,0,0.281,0.332,0.049,0.347,0,0,0.43,2363.86,apparel,1
ORD102906,M002,311,6,0.267,0,0.569,0.279,0.299,0.053,0,0,0.4,672.78,footwear,0
ORD102907,M002,110,7,0.053,0,0.486,0.151,0.396,0.019,0,0,17.56,2135.48,apparel,0
ORD102908,M003,1226,8,0.107,0,0.636,0.324,0.295,0.023,0,0,5.56,476.72,apparel,0
ORD102909,M001,78,6,0.333,0,0.566,0.181,0.098,0.026,0,0,0.57,1099.93,beauty,1
ORD102910,M001,684,7,0.251,0,0.191,0.237,0.142,0.135,0,1,6.3,898.41,footwear,0
ORD102911,M002,59,9,0.41,0,0.371,0.182,0.443,0.069,0,0,5.17,6912.67,electronics,0
ORD102912,M002,1025,7,0.533,0,0.196,0.383,0.117,0.054,0,0,0.24,777.1,apparel,0
ORD102913,M001,139,8,0.157,0,0.062,0.313,0.103,0.006,0,0,2.44,1381.88,electronics,0
ORD102914,M001,332,8,0.317,1,0.256,0.373,0.15,0.098,0,0,0.55,1949.91,apparel,0
ORD102915,M003,266,5,0.46,0,0.254,0.081,0.174,0.029,0,0,4.8,933.64,beauty,0
ORD102916,M002,824,7,0.271,0,0.19,0.435,0.158,0.09,0,0,1.22,1438.15,footwear,0
ORD102917,M001,652,6,0.08,1,0.631,0.327,0.094,0.097,0,0,2.69,2741.7,electronics,0
