order_id,account_age_days,past_orders,return_rate_hist,refund_to_keep_count,bracketing_score,claim_text_susp,image_ai_artifact_score,weight_mismatch_kg,shared_identifier_flag,carrier_scan_gap,days_to_claim,order_value,category,is_abuse
ORD104089,102,11,0.106,0,0.283,0.069,0.153,0.088,0,0,0.67,1021.43,home,0
ORD104090,99,8,0.394,1,0.616,0.171,0.11,0.061,0,0,6.58,5219.56,apparel,0
ORD104091,213,7,0.586,0,0.042,0.434,0.101,0.019,0,0,8.43,2838.29,home,0
ORD104092,780,7,0.164,0,0.033,0.114,0.254,0.004,0,0,1.65,2792.17,apparel,0
ORD104093,1268,9,0.353,0,0.484,0.26,0.17,0.103,0,0,5.86,1656.55,apparel,0
ORD104094,88,9,0.184,0,0.212,0.536,0.319,0.001,0,0,1.33,682.07,apparel,0
ORD104095,386,6,0.174,0,0.32,0.578,0.259,0.104,0,0,1.63,720.51,apparel,0
ORD104096,279,9,0.62,1,0.43,0.215,0.281,0.018,0,0,1.93,1392.54,home,0
ORD104097,50,7,0.298,0,0.286,0.177,0.267,0.006,0,0,1.99,4330.61,apparel,0
ORD104098,336,15,0.26,0,0.259,0.538,0.19,0.006,0,0,2.59,979.39,apparel,0
ORD104099,560,7,0.388,2,0.576,0.561,0.613,0.704,0,1,2.14,587.53,apparel,1
ORD104100,264,8,0.411,1,0.139,0.064,0.102,0.048,0,0,2.35,966.45,apparel,0
ORD104101,12,9,0.127,1,0.308,0.269,0.278,0.018,0,0,1.41,1071.74,apparel,0
ORD104102,26,9,0.244,1,0.145,0.28,0.169,0.006,0,0,19.4,1618.26,electronics,0
ORD104103,564,5,0.266,0,0.243,0.329,0.406,0.275,0,0,17.49,1622.88,footwear,0
ORD104104,16,12,0.206,0,0.446,0.117,0.307,0.242,0,0,2.81,647.49,footwear,0
ORD104105,60,7,0.364,1,0.518,0.247,0.336,0.013,0,0,5.11,817.14,home,0
ORD104106,789,7,0.517,0,0.299,0.173,0.065,0.016,0,0,1.2,960.13,apparel,0
ORD104107,162,11,0.392,1,0.024,0.305,0.096,0.004,0,0,9.12,1117.89,electronics,0
ORD104108,111,9,0.189,0,0.093,0.338,0.347,0.054,0,0,6.33,1785.41,footwear,0
ORD104109,71,11,0.395,0,0.45,0.298,0.462,0.002,0,0,6.54,335.73,home,0
ORD104110,322,8,0.088,0,0.327,0.026,0.279,0.049,0,0,0.08,1060.32,electronics,0
ORD104111,313,5,0.39,1,0.147,0.177,0.249,0.021,0,0,0.8,1210.29,home,0
ORD104112,65,11,0.278,1,0.386,0.147,0.292,0.039,0,0,1.67,2454.26,footwear,0
ORD104113,190,9,0.372,1,0.591,0.254,0.198,0.352,0,0,4.77,491.11,beauty,1
ORD104114,105,3,0.339,0,0.226,0.23,0.619,0.045,0,0,0.9,1272.06,beauty,0
ORD104115,633,9,0.147,0,0.224,0.64,0.526,0.071,0,0,15.22,705.46,apparel,0
ORD104116,302,3,0.238,1,0.025,0.234,0.174,0.026,0,0,5.43,251.42,apparel,0
ORD104117,353,7,0.557,1,0.528,0.309,0.345,0.019,0,0,8.14,789.52,electronics,0
ORD104118,281,5,0.383,1,0.254,0.123,0.407,0.013,0,1,2.53,4470.91,home,1
ORD104119,279,9,0.254,0,0.171,0.058,0.226,0.308,0,0,8.55,1215.29,apparel,0
ORD104120,87,10,0.143,1,0.107,0.398,0.142,0.011,0,0,3.83,1068.28,footwear,0
ORD104121,145,8,0.121,0,0.232,0.028,0.233,0.029,0,0,14.27,419.41,electronics,0
ORD104122,145,6,0.234,0,0.43,0.372,0.138,0.115,1,0,1.42,516.33,apparel,0
ORD104123,262,15,0.317,1,0.523,0.147,0.091,0.006,0,0,0.28,1754.64,apparel,0
ORD104124,289,5,0.17,0,0.104,0.082,0.106,0.123,0,0,2.6,738.83,apparel,0
ORD104125,840,6,0.237,0,0.136,0.205,0.181,0.069,0,0,2.09,3591.21,footwear,0
ORD104126,513,5,0.242,0,0.228,0.341,0.153,0.088,0,0,1.94,1756.4,apparel,0
ORD104127,159,3,0.158,0,0.243,0.159,0.126,0.006,0,0,11.76,3404.11,apparel,0
ORD104128,147,3,0.328,0,0.206,0.169,0.235,0.09,0,0,7.18,325.68,apparel,0
ORD104129,199,8,0.604,1,0.291,0.136,0.34,0.147,0,0,27.01,602.95,electronics,0
ORD104130,639,6,0.416,0,0.222,0.637,0.305,0.038,0,0,1.68,2036.16,electronics,1
ORD104131,73,8,0.561,1,0.238,0.134,0.491,0.08,0,0,0.7,221.23,apparel,0
ORD104132,575,11,0.155,1,0.619,0.882,0.338,0.431,0,0,3.68,1530.0,apparel,1
ORD104133,340,11,0.292,0,0.403,0.343,0.244,0.018,0,0,4.39,1507.01,apparel,0
ORD104134,1228,14,0.099,2,0.388,0.384,0.567,0.014,0,0,10.13,282.59,footwear,0
ORD104135,435,12,0.287,0,0.486,0.413,0.411,0.009,0,0,1.22,1978.51,beauty,1
ORD104136,19,8,0.295,0,0.266,0.101,0.109,0.026,0,0,1.81,1237.91,footwear,0
ORD104137,223,9,0.063,0,0.138,0.443,0.165,0.137,0,0,4.26,2006.59,home,0
ORD104138,679,6,0.207,0,0.39,0.11,0.197,0.049,0,0,3.53,951.7,home,0
ORD104139,232,7,0.313,1,0.198,0.08,0.328,0.034,0,0,9.93,4434.25,apparel,0
ORD104140,203,5,0.472,1,0.121,0.299,0.365,0.015,0,0,8.39,1777.92,electronics,0
ORD104141,47,5,0.265,0,0.103,0.318,0.266,0.01,0,0,1.24,3209.72,electronics,0
ORD104142,983,7,0.214,1,0.097,0.04,0.16,0.019,0,0,0.22,1562.78,electronics,0
ORD104143,114,10,0.239,1,0.453,0.393,0.249,0.03,0,1,2.46,1828.59,apparel,1
ORD104144,20,5,0.096,0,0.624,0.375,0.64,0.188,0,0,19.9,1658.33,footwear,0
ORD104145,17,8,0.135,1,0.429,0.49,0.509,0.406,0,0,6.43,854.4,home,1
ORD104146,382,10,0.363,0,0.465,0.182,0.147,0.055,0,0,1.41,494.91,beauty,0
ORD104147,81,4,0.415,0,0.314,0.218,0.484,0.035,0,0,2.25,768.01,home,0
ORD104148,105,12,0.557,0,0.305,0.272,0.413,0.021,0,0,2.0,464.48,apparel,0
ORD104149,280,9,0.412,1,0.248,0.17,0.416,0.006,0,0,1.19,2264.68,home,0
ORD104150,900,4,0.147,1,0.481,0.118,0.268,0.123,0,0,3.39,3272.91,electronics,0
ORD104151,271,10,0.149,1,0.345,0.158,0.096,0.09,0,0,4.43,2770.47,footwear,0
ORD104152,61,8,0.461,1,0.125,0.574,0.1,0.013,0,0,5.28,556.25,footwear,0
ORD104153,77,10,0.128,0,0.211,0.224,0.346,0.001,0,0,7.98,378.61,beauty,0
ORD104154,139,11,0.557,1,0.533,0.663,0.583,0.044,1,1,2.43,1536.9,apparel,1
ORD104155,152,3,0.091,0,0.183,0.217,0.307,0.07,0,0,1.48,1863.43,home,0
ORD104156,494,14,0.202,0,0.627,0.374,0.171,0.189,0,0,3.65,10430.4,home,0
ORD104157,489,10,0.141,1,0.274,0.334,0.501,0.109,0,0,1.09,2741.1,apparel,0
ORD104158,160,10,0.913,2,0.32,0.273,0.437,0.105,0,0,7.04,928.07,footwear,1
ORD104159,281,9,0.163,0,0.143,0.333,0.19,0.106,0,0,4.8,7212.44,home,0
ORD104160,163,11,0.251,0,0.186,0.269,0.308,0.081,0,1,14.24,2631.44,home,0
ORD104161,135,6,0.168,1,0.366,0.131,0.336,0.015,0,0,0.88,8360.28,apparel,1
ORD104162,54,9,0.129,0,0.158,0.184,0.113,0.071,0,0,2.28,4475.51,electronics,1
ORD104163,313,8,0.425,0,0.058,0.53,0.298,0.014,0,0,0.83,604.84,beauty,0
ORD104164,888,8,0.398,0,0.353,0.548,0.311,0.068,0,0,2.21,609.66,apparel,0
ORD104165,4,13,0.503,1,0.182,0.543,0.176,0.026,0,0,10.09,692.79,footwear,0
ORD104166,1239,13,0.515,1,0.087,0.425,0.281,0.049,0,0,3.64,919.66,home,0
ORD104167,567,5,0.268,0,0.296,0.139,0.351,0.141,0,0,4.49,1003.9,home,0
ORD104168,105,12,0.376,0,0.2,0.143,0.687,0.133,0,0,0.44,653.26,apparel,0
ORD104169,422,8,0.184,0,0.153,0.201,0.113,0.041,0,0,12.58,1582.67,home,0
ORD104170,330,12,0.606,1,0.22,0.31,0.329,0.04,0,0,2.33,524.33,home,0
ORD104171,174,9,0.313,2,0.592,0.127,0.132,0.025,0,0,17.7,469.73,electronics,0
ORD104172,80,7,0.128,0,0.336,0.046,0.28,0.073,0,0,13.98,599.59,electronics,0
ORD104173,6,9,0.368,0,0.052,0.219,0.271,0.032,0,0,5.31,1684.73,footwear,0
ORD104174,338,9,0.318,1,0.263,0.473,0.134,0.073,0,0,2.34,3120.67,apparel,0
ORD104175,83,6,0.325,0,0.172,0.584,0.381,0.128,0,0,6.15,693.4,beauty,1
ORD104176,809,5,0.2,1,0.277,0.485,0.13,0.003,0,0,0.64,577.19,electronics,0
ORD104177,129,6,0.537,0,0.768,0.307,0.26,0.052,0,0,5.63,355.98,beauty,0
ORD104178,159,8,0.311,1,0.292,0.267,0.461,0.024,0,0,0.37,304.66,apparel,0
ORD104179,133,11,0.64,0,0.503,0.461,0.673,0.066,0,0,0.43,861.43,electronics,1
ORD104180,732,11,0.337,0,0.162,0.112,0.377,0.02,0,0,2.1,2472.27,apparel,0
ORD104181,442,12,0.093,0,0.054,0.148,0.241,0.012,0,0,7.3,1473.31,apparel,0
ORD104182,510,12,0.308,0,0.503,0.424,0.208,0.021,0,0,6.62,2183.28,beauty,0
ORD104183,125,8,0.633,0,0.23,0.439,0.549,0.033,0,0,2.74,3089.1,apparel,1
ORD104184,290,5,0.344,0,0.312,0.194,0.409,0.027,0,0,5.77,840.15,electronics,0
ORD104185,612,7,0.179,1,0.29,0.233,0.056,0.106,0,1,4.15,1969.38,beauty,0
ORD104186,46,7,0.209,0,0.187,0.534,0.217,0.02,0,0,0.59,1717.7,apparel,0
ORD104187,189,10,0.556,0,0.497,0.116,0.137,0.07,1,0,1.78,3305.23,home,0
ORD104188,85,7,0.064,1,0.376,0.031,0.27,0.156,0,0,6.07,1466.55,electronics,0
ORD104189,404,7,0.409,1,0.474,0.52,0.451,0.087,0,0,1.09,1256.03,home,0
ORD104190,866,5,0.777,1,0.266,0.533,0.603,0.116,1,0,4.08,285.62,home,1
ORD104191,88,9,0.261,1,0.378,0.21,0.279,0.037,0,0,2.89,2177.03,electronics,0
ORD104192,330,12,0.768,2,0.474,0.138,0.7,0.166,0,0,0.31,2010.48,apparel,1
ORD104193,296,12,0.361,1,0.261,0.327,0.159,0.212,0,0,3.37,3684.93,apparel,0
ORD104194,1024,6,0.486,0,0.339,0.229,0.175,0.023,0,0,4.38,1877.04,home,0
ORD104195,135,15,0.13,2,0.425,0.293,0.595,0.079,0,0,1.38,2956.34,apparel,0
ORD104196,150,6,0.314,0,0.615,0.257,0.357,0.079,0,0,4.22,101.4,apparel,0
ORD104197,132,6,0.407,0,0.749,0.601,0.394,0.049,0,0,3.9,1339.24,beauty,0
ORD104198,316,9,0.135,0,0.448,0.092,0.088,0.062,0,0,5.97,779.12,footwear,0
ORD104199,120,6,0.239,0,0.252,0.301,0.397,0.016,0,0,5.91,2938.16,footwear,0
ORD104200,722,9,0.13,0,0.442,0.401,0.278,0.01,0,0,0.38,1546.29,apparel,0
ORD104201,232,7,0.842,1,0.193,0.71,0.393,0.044,0,0,4.25,1201.1,apparel,1
ORD104202,84,9,0.552,1,0.46,0.732,0.092,0.011,0,0,0.38,1011.0,beauty,1
ORD104203,498,9,0.193,1,0.323,0.093,0.245,0.145,0,0,3.01,1706.56,footwear,0
ORD104204,287,8,0.298,0,0.297,0.293,0.12,0.012,1,0,0.31,364.74,home,0
ORD104205,155,15,0.047,0,0.361,0.133,0.038,0.024,0,0,6.62,677.17,home,1
ORD104206,212,8,0.345,1,0.187,0.316,0.33,0.004,0,0,2.94,325.74,electronics,1
ORD104207,421,10,0.204,0,0.355,0.276,0.057,0.112,0,0,5.09,1644.81,home,1
ORD104208,374,7,0.219,1,0.494,0.401,0.164,0.072,0,0,4.06,1081.32,electronics,0
ORD104209,788,7,0.759,0,0.379,0.736,0.065,0.092,0,1,0.5,749.23,footwear,0
ORD104210,538,12,0.351,0,0.467,0.039,0.072,0.028,0,0,0.92,896.49,home,1
ORD104211,950,3,0.29,1,0.216,0.402,0.608,0.013,0,0,1.92,1165.09,electronics,0
ORD104212,270,4,0.196,0,0.131,0.265,0.419,0.059,0,0,21.6,2474.09,apparel,0
ORD104213,201,12,0.194,0,0.195,0.229,0.658,0.119,1,0,0.63,1029.94,electronics,1
ORD104214,4,8,0.152,0,0.339,0.268,0.176,0.018,0,0,2.47,850.1,home,0
ORD104215,442,10,0.131,1,0.095,0.456,0.234,0.062,0,0,3.3,577.84,apparel,0
ORD104216,42,7,0.394,0,0.332,0.435,0.309,0.19,0,0,0.86,2370.3,apparel,0
ORD104217,435,12,0.633,1,0.387,0.289,0.188,0.006,0,0,0.27,1650.0,footwear,0
ORD104218,4,10,0.218,1,0.649,0.177,0.364,0.009,1,1,0.16,610.71,footwear,1
ORD104219,529,10,0.126,0,0.103,0.228,0.295,0.071,0,1,13.46,1919.48,electronics,0
ORD104220,123,9,0.551,1,0.697,0.41,0.318,0.35,0,0,3.08,3352.04,apparel,1
ORD104221,943,8,0.236,0,0.133,0.184,0.376,0.051,0,0,0.91,2932.49,apparel,0
ORD104222,150,8,0.251,0,0.49,0.345,0.126,0.002,0,0,9.74,2188.91,home,0
ORD104223,960,8,0.245,0,0.24,0.249,0.151,0.023,0,1,2.33,5045.46,apparel,0
ORD104224,629,11,0.255,0,0.55,0.346,0.322,0.032,0,0,2.4,738.8,apparel,0
ORD104225,330,8,0.269,0,0.065,0.214,0.387,0.113,0,0,7.6,1123.78,home,0
ORD104226,178,9,0.513,0,0.4,0.127,0.404,0.129,0,0,1.28,2979.34,apparel,0
ORD104227,554,8,0.096,0,0.305,0.361,0.075,0.084,0,0,2.88,2472.13,apparel,0
ORD104228,127,8,0.331,2,0.243,0.176,0.173,0.027,0,0,7.14,1395.79,apparel,0
ORD104229,305,6,0.148,0,0.418,0.393,0.45,0.076,0,0,1.13,2344.22,home,0
ORD104230,194,10,0.492,0,0.189,0.142,0.088,0.159,0,0,2.89,1111.94,apparel,0
ORD104231,820,10,0.242,0,0.446,0.047,0.117,0.11,0,0,2.68,1748.47,footwear,0
ORD104232,306,13,0.389,1,0.357,0.323,0.178,0.014,1,0,2.21,3429.74,footwear,0
ORD104233,219,9,0.481,0,0.129,0.163,0.188,0.19,0,1,8.65,1021.03,apparel,0
ORD104234,49,11,0.115,0,0.232,0.591,0.359,0.054,0,0,1.31,624.35,apparel,0
ORD104235,303,13,0.305,0,0.354,0.444,0.129,0.031,0,0,2.31,1225.84,footwear,0
ORD104236,152,8,0.446,0,0.575,0.501,0.076,0.017,0,0,0.98,1775.53,apparel,0
ORD104237,310,8,0.137,0,0.301,0.45,0.416,0.026,0,0,14.9,1501.52,home,1
ORD104238,187,5,0.251,2,0.055,0.293,0.397,0.146,0,1,7.94,1377.79,electronics,0
ORD104239,280,12,0.209,1,0.133,0.459,0.239,0.038,0,0,0.7,1731.03,apparel,0
ORD104240,337,8,0.379,1,0.286,0.323,0.277,0.011,0,0,3.07,594.59,home,0
ORD104241,88,8,0.341,0,0.014,0.571,0.221,0.129,0,0,1.44,5818.98,home,0
ORD104242,68,7,0.164,1,0.033,0.224,0.199,0.003,0,1,3.15,3527.97,apparel,0
ORD104243,157,10,0.242,0,0.05,0.136,0.29,0.008,0,0,9.03,362.41,apparel,0
ORD104244,212,9,0.32,0,0.324,0.266,0.193,0.04,0,0,2.66,575.23,apparel,0
ORD104245,55,10,0.543,1,0.234,0.312,0.351,0.21,0,0,3.34,2186.93,apparel,0
ORD104246,518,9,0.384,0,0.864,0.35,0.413,0.036,1,0,11.58,12495.31,footwear,0
ORD104247,1349,5,0.625,0,0.092,0.337,0.076,0.077,0,1,2.8,219.35,footwear,0
ORD104248,403,8,0.3,0,0.469,0.085,0.137,0.059,0,0,22.6,1457.05,footwear,0
ORD104249,973,10,0.437,0,0.059,0.094,0.247,0.045,1,0,10.89,2794.98,footwear,0
ORD104250,197,5,0.155,0,0.446,0.137,0.265,0.019,0,0,2.65,6152.43,apparel,0
ORD104251,100,11,0.289,0,0.308,0.319,0.13,0.01,0,0,12.09,1386.05,apparel,0
ORD104252,242,6,0.193,1,0.248,0.201,0.239,0.082,0,0,13.77,363.61,home,0
ORD104253,572,16,0.266,0,0.227,0.082,0.222,0.11,0,0,20.95,3652.48,apparel,0
ORD104254,81,4,0.412,0,0.131,0.064,0.047,0.038,0,0,3.69,2076.95,apparel,0
ORD104255,552,6,0.48,0,0.333,0.22,0.22,0.028,0,0,1.21,1151.74,electronics,0
ORD104256,144,10,0.341,1,0.237,0.171,0.13,0.009,0,0,10.65,3442.92,apparel,0
ORD104257,4,9,0.085,0,0.131,0.146,0.305,0.05,0,0,1.32,1140.42,apparel,0
ORD104258,1117,7,0.079,0,0.393,0.186,0.49,0.04,0,0,2.97,3894.07,electronics,0
ORD104259,1152,9,0.173,1,0.216,0.754,0.337,0.113,0,0,6.41,207.61,apparel,0
ORD104260,155,8,0.53,1,0.472,0.583,0.293,0.011,0,1,2.03,1389.39,footwear,1
ORD104261,1096,12,0.26,0,0.286,0.499,0.058,0.123,1,0,15.23,2401.18,footwear,0
ORD104262,337,6,0.511,1,0.59,0.225,0.233,0.009,0,0,2.66,2461.87,home,0
ORD104263,592,11,0.265,0,0.084,0.173,0.237,0.016,0,0,10.98,1138.28,apparel,0
ORD104264,435,6,0.396,3,0.144,0.195,0.458,0.087,0,0,0.29,1026.47,apparel,1
ORD104265,174,6,0.332,1,0.281,0.496,0.633,0.002,0,0,4.38,444.47,home,1
ORD104266,708,5,0.295,0,0.221,0.157,0.078,0.011,0,0,10.23,2797.83,footwear,0
ORD104267,179,5,0.452,0,0.085,0.216,0.251,0.067,0,0,34.02,314.48,apparel,0
ORD104268,710,8,0.416,0,0.57,0.671,0.605,0.012,1,0,5.05,8290.06,apparel,1
ORD104269,246,12,0.373,1,0.341,0.039,0.322,0.325,0,0,3.81,2389.71,home,0
ORD104270,699,12,0.085,0,0.084,0.277,0.093,0.033,0,0,2.81,308.01,apparel,1
ORD104271,4377,11,0.098,0,0.625,0.094,0.277,0.011,0,0,2.39,208.48,electronics,0
ORD104272,342,10,0.253,0,0.147,0.492,0.436,0.058,1,0,10.69,1955.38,apparel,1
ORD104273,439,8,0.244,0,0.085,0.196,0.227,0.267,0,0,0.33,2711.89,home,0
ORD104274,151,4,0.661,1,0.581,0.463,0.559,0.028,0,0,0.38,428.63,footwear,1
ORD104275,4,7,0.396,1,0.143,0.737,0.257,0.086,0,0,5.2,4114.42,apparel,1
ORD104276,41,8,0.562,0,0.259,0.162,0.377,0.098,0,0,6.87,1088.05,electronics,0
ORD104277,87,13,0.294,0,0.19,0.761,0.298,0.072,0,0,5.47,688.09,electronics,0
ORD104278,138,9,0.227,0,0.557,0.424,0.101,0.013,0,0,5.93,2289.51,apparel,0
ORD104279,1061,8,0.281,2,0.474,0.042,0.5,0.1,0,0,3.42,7043.54,electronics,0
ORD104280,116,12,0.541,0,0.526,0.331,0.221,0.099,0,0,2.08,2162.92,apparel,0
ORD104281,807,8,0.273,1,0.357,0.476,0.527,0.019,0,0,11.42,3777.66,apparel,0
ORD104282,432,3,0.258,0,0.461,0.522,0.32,0.143,0,0,0.02,5359.44,home,0
ORD104283,443,7,0.146,0,0.209,0.18,0.322,0.012,0,0,12.03,217.39,footwear,1
ORD104284,518,7,0.283,0,0.056,0.485,0.059,0.02,1,0,1.68,906.09,beauty,0
ORD104285,296,12,0.696,2,0.717,0.878,0.578,0.011,0,0,1.9,4369.1,apparel,1
ORD104286,603,4,0.488,0,0.358,0.515,0.186,0.074,0,1,4.65,11150.82,home,1
ORD104287,285,9,0.18,0,0.06,0.471,0.399,0.102,0,0,2.24,404.13,home,0
ORD104288,43,4,0.465,1,0.227,0.531,0.468,0.156,0,0,3.22,720.57,apparel,1
ORD104289,14,10,0.206,0,0.392,0.428,0.321,0.0,0,1,9.34,318.05,electronics,0
ORD104290,293,9,0.097,0,0.686,0.091,0.159,0.082,1,0,3.91,2263.95,apparel,0
ORD104291,1161,8,0.609,1,0.016,0.393,0.474,0.182,0,0,3.47,1441.25,apparel,0
ORD104292,1631,10,0.452,0,0.252,0.584,0.154,0.002,0,0,3.01,1648.67,footwear,0
ORD104293,990,8,0.362,1,0.195,0.23,0.383,0.019,1,0,0.03,2051.6,footwear,0
ORD104294,768,9,0.144,0,0.386,0.071,0.257,0.1,0,1,0.63,1122.59,home,0
ORD104295,48,9,0.383,0,0.355,0.44,0.203,0.037,0,0,1.42,2227.19,home,0
ORD104296,371,7,0.295,1,0.208,0.338,0.08,0.005,0,0,0.98,3787.47,home,0
ORD104297,101,11,0.449,0,0.606,0.436,0.101,0.304,0,0,2.52,1463.54,home,0
ORD104298,150,4,0.177,0,0.561,0.272,0.208,0.09,0,0,2.99,1301.89,apparel,0
ORD104299,331,12,0.429,1,0.428,0.194,0.409,0.237,0,0,1.03,440.08,footwear,1
ORD104300,795,14,0.417,0,0.47,0.212,0.37,0.091,0,0,9.05,656.85,apparel,0
ORD104301,817,12,0.422,0,0.421,0.234,0.331,0.124,0,0,5.13,841.1,apparel,0
ORD104302,60,12,0.527,0,0.748,0.784,0.559,0.051,0,0,0.9,252.27,apparel,1
ORD104303,127,14,0.342,0,0.247,0.184,0.087,0.265,0,0,2.44,624.18,home,0
ORD104304,14,6,0.062,0,0.268,0.153,0.172,0.426,0,0,8.28,1671.66,footwear,1
ORD104305,433,9,0.33,0,0.378,0.085,0.13,0.057,0,0,0.14,1410.47,electronics,0
ORD104306,54,9,0.145,0,0.673,0.261,0.036,0.023,0,0,2.87,1931.63,apparel,0
ORD104307,289,12,0.534,3,0.567,0.563,0.592,0.209,0,0,0.92,3690.5,footwear,1
ORD104308,1458,13,0.427,0,0.311,0.466,0.129,0.017,0,0,1.11,1771.47,electronics,0
ORD104309,174,5,0.111,1,0.211,0.053,0.187,0.064,0,0,2.33,3502.12,apparel,0
ORD104310,33,5,0.311,0,0.027,0.342,0.218,0.009,0,0,4.63,14559.88,electronics,0
ORD104311,292,5,0.194,0,0.605,0.419,0.382,0.106,0,0,16.5,1930.97,electronics,0
ORD104312,371,6,0.35,2,0.034,0.322,0.209,0.089,0,0,3.95,376.62,apparel,0
ORD104313,2957,5,0.461,0,0.264,0.108,0.132,0.149,0,0,5.77,678.91,apparel,0
ORD104314,561,12,0.037,0,0.283,0.25,0.1,0.019,0,0,0.34,2225.63,electronics,0
ORD104315,622,7,0.154,0,0.546,0.481,0.146,0.062,0,0,5.07,227.0,apparel,0
ORD104316,209,13,0.229,0,0.281,0.391,0.137,0.06,0,0,8.35,2822.83,apparel,0
ORD104317,1652,12,0.567,1,0.067,0.04,0.207,0.01,0,1,6.47,929.13,electronics,0
ORD104318,711,7,0.471,0,0.267,0.401,0.522,0.072,0,0,0.45,2857.48,apparel,0
ORD104319,454,6,0.483,1,0.822,0.399,0.441,0.189,1,0,3.4,1501.84,beauty,1
ORD104320,485,13,0.756,0,0.861,0.555,0.368,0.04,0,0,0.01,229.61,footwear,1
ORD104321,35,12,0.186,1,0.182,0.034,0.049,0.045,0,0,8.32,1999.14,beauty,0
ORD104322,727,8,0.193,1,0.622,0.272,0.308,0.04,0,0,5.17,3582.88,footwear,0
ORD104323,606,10,0.506,0,0.739,0.242,0.47,0.071,0,0,11.51,683.37,footwear,0
ORD104324,82,13,0.347,1,0.384,0.541,0.114,0.034,0,0,4.32,4365.7,electronics,0
ORD104325,134,11,0.359,1,0.662,0.776,0.511,0.175,0,0,1.82,2189.1,home,1
ORD104326,138,10,0.104,0,0.332,0.27,0.629,0.04,0,0,22.25,11566.33,apparel,0
ORD104327,154,14,0.522,0,0.135,0.319,0.285,0.123,0,0,2.8,1581.44,beauty,0
ORD104328,772,10,0.079,0,0.606,0.235,0.223,0.026,0,0,10.65,1691.37,apparel,1
ORD104329,182,6,0.305,0,0.709,0.52,0.069,0.58,0,0,2.67,1444.4,beauty,1
ORD104330,432,4,0.507,0,0.557,0.272,0.136,0.028,1,0,2.5,1139.12,apparel,0
ORD104331,1893,13,0.333,0,0.112,0.177,0.251,0.027,0,0,4.08,3195.69,home,0
ORD104332,1135,9,0.743,0,0.405,0.448,0.592,0.182,0,0,8.82,3833.17,footwear,1
ORD104333,784,5,0.05,0,0.163,0.242,0.061,0.001,0,0,6.85,3150.07,footwear,1
ORD104334,47,13,0.373,1,0.261,0.197,0.17,0.127,0,0,8.29,788.48,electronics,0
ORD104335,307,5,0.691,1,0.242,0.559,0.214,0.131,1,0,4.35,1322.09,apparel,0
ORD104336,507,7,0.236,1,0.474,0.318,0.115,0.131,0,0,3.21,3282.46,home,0
ORD104337,102,3,0.272,0,0.257,0.298,0.427,0.084,0,0,23.64,958.24,apparel,0
ORD104338,1247,3,0.455,0,0.409,0.478,0.453,0.012,0,0,7.78,204.94,footwear,0
ORD104339,264,4,0.345,0,0.534,0.199,0.312,0.026,1,1,1.08,434.65,home,0
ORD104340,560,10,0.501,0,0.386,0.072,0.245,0.193,0,0,6.67,3491.74,beauty,0
ORD104341,261,8,0.338,0,0.477,0.368,0.322,0.008,1,0,4.48,761.73,apparel,0
ORD104342,158,8,0.553,0,0.443,0.13,0.241,0.002,0,0,12.59,1491.75,apparel,0
ORD104343,28,9,0.328,0,0.387,0.041,0.313,0.024,0,0,5.03,1268.04,apparel,1
ORD104344,82,9,0.463,0,0.267,0.162,0.177,0.011,0,0,5.25,1648.86,footwear,0
ORD104345,439,6,0.228,0,0.529,0.179,0.188,0.047,0,0,0.6,664.26,home,0
ORD104346,756,5,0.432,0,0.285,0.021,0.243,0.112,0,0,8.62,2104.38,footwear,0
ORD104347,148,6,0.488,1,0.123,0.062,0.258,0.01,0,0,8.43,4278.7,electronics,0
ORD104348,1254,7,0.129,1,0.147,0.155,0.115,0.018,0,0,23.17,1844.5,home,0
ORD104349,233,4,0.394,0,0.506,0.321,0.409,0.138,0,0,0.96,1234.49,electronics,0
ORD104350,257,7,0.162,0,0.164,0.556,0.078,0.026,0,0,3.94,1046.13,beauty,0
ORD104351,21,9,0.253,0,0.229,0.443,0.262,0.01,0,0,1.87,1150.44,apparel,0
ORD104352,82,5,0.029,2,0.555,0.216,0.125,0.009,0,0,4.52,1609.56,electronics,0
ORD104353,546,12,0.445,0,0.151,0.199,0.093,0.072,0,0,0.52,1821.34,apparel,0
ORD104354,58,5,0.753,0,0.637,0.502,0.666,0.291,0,0,0.51,3594.58,apparel,0
ORD104355,136,12,0.519,0,0.29,0.284,0.189,0.026,0,0,1.64,1249.89,apparel,0
ORD104356,1195,12,0.437,0,0.209,0.569,0.048,0.022,0,0,7.92,991.16,apparel,0
ORD104357,193,11,0.134,0,0.238,0.1,0.336,0.087,0,0,7.53,3301.77,apparel,0
ORD104358,105,9,0.195,1,0.076,0.385,0.294,0.009,0,1,0.81,520.04,beauty,0
ORD104359,339,9,0.275,0,0.49,0.11,0.475,0.258,0,0,3.06,1639.2,electronics,0
ORD104360,581,4,0.384,1,0.058,0.237,0.314,0.002,0,0,2.44,4476.34,apparel,0
ORD104361,132,12,0.474,0,0.122,0.309,0.405,0.035,0,0,11.58,4057.24,beauty,0
ORD104362,46,7,0.398,0,0.423,0.155,0.256,0.154,0,0,2.3,737.43,apparel,0
ORD104363,1148,8,0.367,0,0.407,0.104,0.041,0.069,0,0,0.5,563.67,footwear,0
