order_id,account_age_days,past_orders,return_rate_hist,refund_to_keep_count,bracketing_score,claim_text_susp,image_ai_artifact_score,weight_mismatch_kg,shared_identifier_flag,carrier_scan_gap,days_to_claim,order_value,category,is_abuse
ORD104290,369,14,0.164,1,0.423,0.364,0.382,0.037,0,0,1.0,3978.38,apparel,0
ORD104291,2314,9,0.339,1,0.181,0.297,0.17,0.035,0,0,5.56,508.62,electronics,0
ORD104292,172,12,0.084,0,0.206,0.323,0.41,0.044,0,0,2.31,408.85,home,0
ORD104293,78,6,0.288,0,0.393,0.131,0.311,0.155,0,0,10.15,2017.4,home,0
ORD104294,924,14,0.423,0,0.379,0.201,0.046,0.006,0,0,2.98,340.79,electronics,0
ORD104295,732,7,0.621,1,0.246,0.298,0.495,0.257,0,1,0.38,1045.33,electronics,1
ORD104296,258,11,0.341,0,0.702,0.23,0.365,0.042,0,0,15.79,890.29,apparel,1
ORD104297,175,7,0.497,0,0.526,0.411,0.436,0.107,0,0,1.01,493.52,footwear,0
ORD104298,155,8,0.254,2,0.627,0.114,0.187,0.131,0,0,0.22,673.86,beauty,0
ORD104299,454,5,0.234,2,0.53,0.618,0.107,0.038,0,0,9.48,1385.85,beauty,0
ORD104300,913,9,0.325,0,0.289,0.39,0.392,0.04,0,0,15.6,1307.76,footwear,0
ORD104301,362,7,0.61,1,0.581,0.484,0.818,0.212,0,0,3.58,2627.44,home,1
ORD104302,291,9,0.179,0,0.693,0.49,0.296,0.106,0,0,1.08,1025.53,apparel,1
ORD104303,77,8,0.214,0,0.733,0.223,0.039,0.005,0,0,2.02,11753.85,apparel,0
ORD104304,681,6,0.168,0,0.12,0.134,0.023,0.003,0,0,1.76,2252.92,electronics,0
ORD104305,1187,7,0.617,1,0.143,0.168,0.478,0.042,0,0,11.64,652.7,electronics,0
ORD104306,746,6,0.326,0,0.132,0.101,0.058,0.109,0,0,3.22,2164.72,electronics,0
ORD104307,362,7,0.035,1,0.691,0.173,0.059,0.017,0,0,1.06,1308.79,electronics,0
ORD104308,568,6,0.262,1,0.478,0.603,0.1,0.039,0,0,6.41,391.42,home,0
ORD104309,855,10,0.502,1,0.463,0.174,0.119,0.002,0,0,1.47,1574.76,beauty,1
ORD104310,354,3,0.008,0,0.433,0.133,0.418,0.261,0,0,4.32,584.99,apparel,0
ORD104311,2005,9,0.443,0,0.717,0.093,0.103,0.102,1,0,10.28,1591.77,apparel,0
ORD104312,135,6,0.14,0,0.176,0.314,0.076,0.102,0,0,0.64,1917.65,beauty,0
ORD104313,475,5,0.135,1,0.19,0.343,0.354,0.128,0,0,6.36,938.34,electronics,0
ORD104314,29,10,0.778,2,0.311,0.521,0.472,0.177,0,0,5.11,1460.57,footwear,1
ORD104315,164,9,0.335,0,0.279,0.066,0.2,0.025,0,0,6.32,510.09,apparel,0
ORD104316,617,7,0.144,1,0.298,0.411,0.503,0.086,1,0,3.82,2167.99,home,0
ORD104317,58,10,0.362,1,0.164,0.162,0.286,0.007,0,0,8.23,801.15,electronics,0
ORD104318,267,5,0.729,0,0.675,0.337,0.977,0.166,0,0,1.28,956.15,apparel,1
ORD104319,16,4,0.633,0,0.153,0.134,0.432,0.019,0,0,0.4,1455.09,apparel,0
ORD104320,191,13,0.284,0,0.131,0.187,0.062,0.261,0,0,9.27,1525.47,electronics,0
ORD104321,208,11,0.145,1,0.228,0.18,0.411,0.007,0,0,4.43,2844.2,home,0
ORD104322,168,6,0.156,0,0.067,0.242,0.247,0.14,0,0,8.07,399.86,home,0
ORD104323,96,5,0.299,0,0.105,0.48,0.331,0.139,0,0,3.92,5785.73,home,0
ORD104324,546,9,0.358,0,0.08,0.387,0.105,0.139,0,0,3.82,720.34,electronics,0
ORD104325,42,7,0.411,0,0.161,0.198,0.063,0.08,0,0,0.84,294.43,apparel,0
ORD104326,120,13,0.351,1,0.186,0.166,0.264,0.21,0,0,6.65,1982.79,apparel,0
ORD104327,19,7,0.076,1,0.467,0.062,0.481,0.027,0,0,16.2,7260.09,electronics,0
ORD104328,166,8,0.164,0,0.491,0.19,0.297,0.032,0,0,4.55,6784.43,electronics,0
ORD104329,138,8,0.291,0,0.416,0.335,0.134,0.0,0,0,0.05,1735.62,apparel,0
ORD104330,708,10,0.398,0,0.268,0.468,0.281,0.242,0,0,6.58,1539.0,electronics,0
ORD104331,322,3,0.288,0,0.353,0.165,0.555,0.113,0,0,14.55,317.0,apparel,0
ORD104332,207,10,0.308,1,0.16,0.249,0.048,0.007,0,0,2.53,1338.58,beauty,0
ORD104333,89,10,0.523,1,0.333,0.316,0.23,0.22,0,1,3.14,1825.04,apparel,1
ORD104334,2089,5,0.121,0,0.243,0.24,0.23,0.175,0,0,26.92,1401.4,beauty,0
ORD104335,39,8,0.214,0,0.357,0.271,0.568,0.087,0,0,2.25,5309.21,footwear,0
ORD104336,21,5,0.41,1,0.446,0.777,0.408,0.069,0,0,0.88,1681.14,electronics,1
ORD104337,674,8,0.206,0,0.113,0.333,0.104,0.013,0,0,23.69,920.71,electronics,0
ORD104338,156,10,0.28,0,0.133,0.2,0.069,0.022,0,1,0.43,501.98,footwear,0
ORD104339,82,6,0.127,1,0.131,0.113,0.072,0.137,0,0,2.49,906.74,electronics,0
ORD104340,53,11,0.204,0,0.162,0.176,0.495,0.075,0,0,4.36,1528.17,home,0
ORD104341,217,13,0.515,1,0.284,0.145,0.389,0.152,0,1,10.27,1094.81,footwear,0
ORD104342,297,6,0.16,1,0.064,0.251,0.176,0.038,0,0,5.94,692.5,apparel,0
ORD104343,40,9,0.448,1,0.645,0.604,0.347,0.044,0,0,3.08,4016.29,beauty,0
ORD104344,122,8,0.512,0,0.447,0.242,0.076,0.19,0,0,5.12,864.06,apparel,0
ORD104345,266,10,0.346,0,0.217,0.254,0.168,0.078,0,0,1.39,1013.95,apparel,0
ORD104346,396,9,0.116,1,0.519,0.178,0.448,0.037,1,0,6.2,3122.69,footwear,0
ORD104347,36,8,0.11,1,0.282,0.188,0.075,0.014,0,0,10.28,696.3,electronics,0
ORD104348,1,11,0.127,0,0.608,0.491,0.231,0.194,0,0,5.63,2269.31,home,0
ORD104349,135,10,0.665,0,0.341,0.068,0.051,0.073,0,0,9.46,922.45,home,1
ORD104350,168,11,0.496,2,0.141,0.147,0.102,0.098,1,0,1.14,2107.38,footwear,0
ORD104351,600,11,0.304,1,0.434,0.355,0.032,0.218,0,0,0.5,940.1,electronics,0
ORD104352,72,6,0.229,2,0.083,0.424,0.033,0.134,0,0,6.03,1244.26,electronics,0
ORD104353,608,6,0.366,2,0.594,0.646,0.6,0.069,0,0,0.75,1844.85,footwear,1
ORD104354,1113,2,0.284,0,0.452,0.353,0.205,0.068,0,0,0.14,1670.15,home,0
ORD104355,507,6,0.364,0,0.453,0.607,0.018,0.006,0,0,0.84,186.96,beauty,1
ORD104356,14,6,0.207,1,0.147,0.29,0.111,0.029,0,0,0.63,3741.22,apparel,0
ORD104357,912,6,0.321,0,0.124,0.087,0.108,0.084,0,0,4.74,1653.69,apparel,0
ORD104358,376,15,0.383,0,0.283,0.351,0.654,0.376,1,0,2.99,834.04,home,1
ORD104359,118,7,0.221,0,0.56,0.705,0.124,0.054,0,0,5.09,2845.32,home,0
ORD104360,896,2,0.201,0,0.466,0.163,0.376,0.067,0,1,12.03,498.75,apparel,1
ORD104361,142,7,0.472,1,0.124,0.419,0.251,0.141,0,0,2.22,789.73,footwear,0
ORD104362,21,10,0.241,0,0.413,0.309,0.266,0.067,0,0,4.53,395.53,electronics,0
ORD104363,247,13,0.339,1,0.206,0.154,0.205,0.09,0,0,6.16,1090.28,electronics,0
ORD104364,5,6,0.334,0,0.408,0.368,0.453,0.015,0,0,9.48,1833.61,beauty,0
ORD104365,357,10,0.479,0,0.48,0.527,0.315,0.05,0,0,13.02,509.13,footwear,0
ORD104366,585,12,0.353,0,0.249,0.46,0.312,0.001,0,0,1.44,668.66,electronics,0
ORD104367,103,10,0.565,0,0.117,0.343,0.464,0.067,0,0,0.45,1307.61,apparel,0
ORD104368,508,9,0.082,0,0.178,0.287,0.235,0.173,0,0,10.42,2333.31,beauty,0
ORD104369,34,10,0.526,1,0.108,0.149,0.269,0.02,0,0,0.99,1288.17,home,0
ORD104370,881,11,0.258,1,0.257,0.25,0.166,0.045,0,1,2.63,724.86,electronics,0
ORD104371,853,7,0.155,0,0.261,0.365,0.419,0.165,0,0,4.12,4520.09,home,0
ORD104372,232,10,0.097,0,0.147,0.154,0.231,0.054,0,0,7.42,788.16,footwear,0
ORD104373,1012,9,0.213,0,0.263,0.233,0.304,0.035,0,0,1.89,1025.09,apparel,0
ORD104374,112,9,0.34,0,0.243,0.229,0.137,0.225,0,0,0.1,1710.88,apparel,0
ORD104375,790,7,0.198,0,0.381,0.23,0.033,0.012,0,0,20.06,516.46,home,1
ORD104376,704,5,0.413,2,0.341,0.413,0.286,0.033,0,0,1.91,1338.6,home,0
ORD104377,965,6,0.117,1,0.123,0.093,0.17,0.033,0,0,18.25,595.42,apparel,0
ORD104378,131,8,0.183,0,0.255,0.153,0.066,0.197,1,0,7.26,2512.26,apparel,0
ORD104379,382,7,0.311,0,0.199,0.318,0.163,0.073,0,0,19.67,2642.6,electronics,0
ORD104380,234,11,0.247,0,0.434,0.367,0.133,0.085,0,0,6.1,1831.09,electronics,0
ORD104381,128,7,0.342,0,0.219,0.283,0.769,0.0,0,0,1.78,1281.82,apparel,0
ORD104382,15,4,0.234,0,0.169,0.338,0.129,0.054,0,0,7.92,1939.71,electronics,0
ORD104383,670,10,0.439,1,0.233,0.027,0.176,0.053,0,0,6.87,2457.49,home,0
ORD104384,125,14,0.444,1,0.379,0.246,0.09,0.017,0,0,26.59,891.84,apparel,0
ORD104385,72,6,0.165,2,0.176,0.299,0.082,0.083,0,0,7.45,5257.86,beauty,0
ORD104386,45,12,0.364,0,0.237,0.422,0.162,0.143,0,0,15.54,1396.91,apparel,0
ORD104387,66,5,0.291,0,0.14,0.436,0.254,0.075,0,0,4.48,1830.2,apparel,0
ORD104388,468,7,0.325,0,0.36,0.457,0.059,0.109,0,1,18.09,628.34,apparel,0
ORD104389,392,2,0.161,2,0.196,0.168,0.458,0.057,0,0,17.89,1891.61,beauty,0
ORD104390,471,5,0.34,0,0.192,0.196,0.547,0.081,0,1,10.0,774.31,apparel,0
ORD104391,390,12,0.373,0,0.184,0.047,0.244,0.253,0,0,10.6,547.19,apparel,0
ORD104392,1697,9,0.086,0,0.174,0.093,0.155,0.048,0,0,1.39,6032.3,apparel,0
ORD104393,627,12,0.486,1,0.49,0.217,0.118,0.064,0,0,0.42,1439.42,electronics,0
ORD104394,91,11,0.173,2,0.194,0.323,0.359,0.025,0,1,15.9,996.52,electronics,0
ORD104395,7,9,0.246,0,0.168,0.27,0.046,0.032,0,0,11.66,3006.09,apparel,0
ORD104396,259,5,0.039,0,0.477,0.385,0.685,0.239,1,0,1.0,1742.83,beauty,1
ORD104397,446,7,0.025,0,0.337,0.108,0.324,0.016,1,0,9.55,2888.92,apparel,0
ORD104398,499,7,0.529,2,0.611,0.295,0.304,0.219,0,0,10.3,1889.2,home,0
ORD104399,96,13,0.183,0,0.514,0.329,0.177,0.002,0,0,9.1,1561.09,electronics,0
ORD104400,170,8,0.339,1,0.099,0.433,0.216,0.059,0,0,3.88,1210.4,home,0
ORD104401,960,10,0.301,2,0.201,0.324,0.449,0.029,0,0,2.14,1670.91,footwear,0
ORD104402,13,8,0.255,1,0.418,0.227,0.25,0.067,0,0,9.97,476.79,home,0
ORD104403,288,11,0.11,1,0.174,0.061,0.352,0.027,0,0,1.67,1406.55,electronics,0
ORD104404,248,4,0.34,0,0.21,0.231,0.401,0.052,0,0,0.55,561.08,apparel,0
ORD104405,303,4,0.123,0,0.207,0.178,0.243,0.107,0,0,0.33,2624.23,beauty,0
ORD104406,90,10,0.267,0,0.289,0.315,0.608,0.047,0,0,29.95,3288.91,apparel,0
ORD104407,214,7,0.358,0,0.211,0.179,0.264,0.082,0,0,3.67,1148.72,apparel,1
ORD104408,614,8,0.182,1,0.081,0.201,0.489,0.005,0,0,5.49,3050.79,home,0
ORD104409,260,6,0.179,1,0.917,0.551,0.84,0.159,0,0,2.49,468.47,beauty,1
ORD104410,145,7,0.188,0,0.478,0.321,0.349,0.021,0,0,6.88,2977.2,apparel,0
ORD104411,229,3,0.153,0,0.283,0.217,0.274,0.046,0,0,0.33,1176.8,apparel,0
ORD104412,1265,13,0.354,0,0.246,0.347,0.417,0.099,0,0,1.41,887.74,electronics,0
ORD104413,305,4,0.19,1,0.066,0.242,0.089,0.093,0,0,8.33,984.03,apparel,0
ORD104414,682,8,0.19,0,0.185,0.183,0.153,0.16,0,0,8.03,2288.31,home,0
ORD104415,280,7,0.456,0,0.153,0.422,0.564,0.033,0,0,10.17,12445.82,electronics,0
ORD104416,212,7,0.105,1,0.64,0.184,0.445,0.021,0,0,10.41,1231.65,electronics,1
ORD104417,47,11,0.169,0,0.109,0.106,0.183,0.003,0,0,11.59,389.79,apparel,0
ORD104418,836,4,0.621,1,0.222,0.197,0.239,0.057,0,0,0.28,3763.22,apparel,0
ORD104419,300,9,0.394,0,0.201,0.121,0.316,0.019,1,0,16.81,1219.76,home,0
ORD104420,131,4,0.377,0,0.298,0.526,0.188,0.046,0,0,2.25,696.41,apparel,0
ORD104421,127,12,0.399,1,0.214,0.225,0.224,0.124,0,0,0.53,1190.96,apparel,0
ORD104422,226,12,0.163,0,0.456,0.096,0.049,0.011,1,0,3.75,3096.54,home,0
ORD104423,278,7,0.078,0,0.209,0.145,0.194,0.21,0,0,11.22,578.54,apparel,0
ORD104424,858,10,0.238,0,0.396,0.035,0.32,0.061,0,0,2.96,2878.73,footwear,0
ORD104425,478,6,0.61,2,0.375,0.362,0.593,0.026,0,0,3.48,1032.38,home,1
ORD104426,494,11,0.319,0,0.414,0.238,0.331,0.136,0,0,0.26,3358.74,home,0
ORD104427,27,10,0.204,1,0.28,0.596,0.176,0.301,0,0,0.88,2482.81,apparel,0
ORD104428,5,13,0.339,3,0.269,0.274,0.527,0.062,0,0,1.61,934.15,apparel,0
ORD104429,237,9,0.276,0,0.233,0.582,0.33,0.006,0,0,11.55,9054.13,apparel,0
ORD104430,844,7,0.247,2,0.54,0.092,0.346,0.033,0,0,9.64,1556.73,home,0
ORD104431,1119,5,0.199,1,0.029,0.101,0.14,0.037,0,1,1.66,1178.12,apparel,0
ORD104432,448,5,0.393,2,0.101,0.014,0.428,0.117,0,0,3.96,2386.64,apparel,0
ORD104433,628,11,0.54,0,0.159,0.245,0.031,0.066,0,0,5.34,2140.29,footwear,0
ORD104434,775,9,0.382,1,0.347,0.053,0.164,0.027,0,0,5.13,949.99,footwear,0
ORD104435,203,9,0.598,0,0.279,0.573,0.69,0.342,0,0,2.2,1006.22,home,1
ORD104436,122,5,0.394,0,0.231,0.319,0.899,0.101,1,0,3.09,7218.41,beauty,1
ORD104437,257,8,0.051,1,0.649,0.112,0.139,0.041,0,1,11.86,1048.35,apparel,0
ORD104438,13,5,0.389,1,0.408,0.207,0.253,0.078,0,0,0.16,1372.9,home,0
ORD104439,54,5,0.432,1,0.477,0.367,0.088,0.141,0,1,13.18,953.36,electronics,0
ORD104440,265,6,0.411,0,0.32,0.214,0.58,0.067,0,0,1.72,852.01,electronics,0
ORD104441,823,7,0.41,1,0.175,0.279,0.37,0.016,0,0,2.08,4273.85,apparel,0
ORD104442,1844,6,0.22,2,0.221,0.075,0.048,0.008,0,0,7.33,1504.72,electronics,0
ORD104443,860,5,0.129,0,0.505,0.328,0.212,0.09,0,0,2.94,1003.82,footwear,0
ORD104444,304,7,0.174,0,0.418,0.145,0.683,0.002,1,0,0.12,2429.46,home,0
ORD104445,247,12,0.353,0,0.409,0.135,0.381,0.026,0,0,0.11,1163.96,apparel,0
ORD104446,658,8,0.333,0,0.254,0.048,0.34,0.044,0,0,13.56,4259.6,apparel,1
ORD104447,344,8,0.331,0,0.203,0.123,0.077,0.049,0,0,0.03,711.8,apparel,0
ORD104448,177,12,0.331,2,0.422,0.068,0.241,0.087,0,0,0.02,1794.1,footwear,0
ORD104449,36,10,0.332,1,0.386,0.377,0.028,0.149,0,0,6.72,2241.4,electronics,0
ORD104450,225,9,0.512,1,0.213,0.463,0.112,0.062,0,0,1.37,916.76,home,0
ORD104451,412,10,0.301,0,0.406,0.119,0.037,0.005,0,0,1.21,2449.96,footwear,0
ORD104452,697,7,0.457,1,0.42,0.301,0.393,0.054,0,1,2.33,4628.69,home,0
ORD104453,190,15,0.125,0,0.624,0.324,0.274,0.089,0,0,7.71,2216.35,home,0
ORD104454,52,11,0.289,1,0.12,0.168,0.285,0.001,0,0,2.93,2042.25,apparel,0
ORD104455,80,7,0.147,0,0.176,0.226,0.108,0.058,0,0,0.28,231.78,apparel,0
ORD104456,479,14,0.723,2,0.657,0.548,0.65,0.306,1,0,1.1,570.55,apparel,1
ORD104457,424,13,0.251,1,0.627,0.791,0.496,0.01,0,0,0.42,587.54,beauty,1
ORD104458,442,6,0.28,0,0.074,0.503,0.446,0.023,0,0,4.04,449.71,home,0
ORD104459,294,10,0.307,0,0.326,0.276,0.405,0.019,0,0,0.23,313.91,home,0
ORD104460,93,5,0.316,0,0.164,0.255,0.466,0.207,1,0,2.75,2762.38,apparel,1
ORD104461,98,10,0.052,1,0.16,0.153,0.074,0.006,0,0,4.67,2725.48,electronics,0
ORD104462,636,6,0.299,0,0.531,0.235,0.742,0.118,0,0,1.73,2161.15,apparel,0
ORD104463,523,8,0.193,0,0.201,0.469,0.199,0.017,0,0,0.61,759.1,apparel,0
ORD104464,291,9,0.437,0,0.112,0.53,0.149,0.1,0,0,2.75,164.14,home,0
ORD104465,298,3,0.189,1,0.378,0.388,0.077,0.095,0,0,4.85,1180.86,apparel,0
ORD104466,161,8,0.274,0,0.168,0.543,0.221,0.082,0,0,0.35,1386.58,home,0
ORD104467,9,6,0.325,1,0.433,0.127,0.333,0.311,0,0,2.29,947.53,footwear,1
ORD104468,129,7,0.312,0,0.272,0.44,0.547,0.039,0,0,18.98,1492.1,home,0
ORD104469,513,12,0.434,1,0.394,0.452,0.312,0.001,0,0,17.98,698.81,apparel,0
ORD104470,118,5,0.381,1,0.598,0.441,0.165,0.196,0,0,1.73,5399.38,apparel,0
ORD104471,142,8,0.181,0,0.091,0.222,0.303,0.03,0,1,6.12,6897.26,home,0
ORD104472,1064,7,0.113,0,0.466,0.271,0.066,0.079,0,0,1.33,1255.16,home,0
ORD104473,365,6,0.137,0,0.315,0.191,0.283,0.013,0,0,5.63,1826.93,beauty,0
ORD104474,420,6,0.46,0,0.177,0.282,0.178,0.124,0,0,11.86,2405.1,footwear,0
ORD104475,541,8,0.127,0,0.244,0.143,0.45,0.112,0,0,5.1,788.21,beauty,0
ORD104476,282,7,0.349,0,0.154,0.153,0.134,0.036,0,0,0.06,4706.89,apparel,0
ORD104477,459,6,0.369,0,0.085,0.267,0.462,0.048,0,0,1.3,1552.72,apparel,0
ORD104478,917,12,0.196,0,0.251,0.149,0.184,0.128,1,0,5.91,5965.96,beauty,0
ORD104479,495,5,0.177,1,0.213,0.239,0.066,0.067,0,0,4.25,3322.23,electronics,0
ORD104480,513,3,0.313,0,0.493,0.395,0.09,0.131,0,1,4.96,712.78,footwear,0
ORD104481,701,11,0.165,0,0.202,0.435,0.349,0.019,0,0,1.41,512.52,apparel,0
ORD104482,244,10,0.054,0,0.192,0.334,0.18,0.032,0,0,8.02,2262.22,apparel,0
ORD104483,27,7,0.418,0,0.447,0.586,0.251,0.037,0,0,7.0,1084.2,electronics,0
ORD104484,202,7,0.566,2,0.074,0.204,0.136,0.036,0,0,0.8,6288.31,electronics,0
ORD104485,99,11,0.501,1,0.534,0.608,0.302,0.649,0,0,5.43,867.82,apparel,1
ORD104486,129,4,0.301,1,0.489,0.161,0.047,0.086,0,0,7.28,543.61,apparel,0
ORD104487,735,8,0.359,0,0.163,0.078,0.232,0.031,0,0,2.02,1959.74,beauty,0
ORD104488,173,13,0.175,0,0.141,0.368,0.338,0.365,1,0,0.89,6103.88,apparel,0
ORD104489,444,9,0.163,0,0.29,0.261,0.146,0.042,0,0,2.31,1529.44,apparel,0
ORD104490,19,10,0.363,0,0.3,0.281,0.458,0.128,0,0,3.24,686.64,apparel,0
ORD104491,21,7,0.125,0,0.257,0.467,0.131,0.081,0,1,2.87,2235.52,footwear,0
ORD104492,541,7,0.231,2,0.041,0.144,0.319,0.198,0,0,14.95,656.57,apparel,0
ORD104493,867,13,0.245,0,0.053,0.163,0.257,0.206,0,1,0.22,2173.89,apparel,0
ORD104494,39,7,0.299,1,0.122,0.436,0.197,0.102,0,0,6.26,406.96,home,0
ORD104495,1102,5,0.61,0,0.127,0.085,0.313,0.01,0,0,10.19,2343.23,home,0
ORD104496,50,10,0.175,1,0.206,0.174,0.313,0.009,1,0,1.42,304.15,footwear,0
ORD104497,36,7,0.073,0,0.122,0.064,0.214,0.055,0,0,7.65,2562.05,apparel,0
ORD104498,264,4,0.132,0,0.204,0.33,0.397,0.134,0,0,4.96,480.64,footwear,0
ORD104499,76,4,0.503,0,0.101,0.046,0.204,0.084,0,0,11.84,1357.48,apparel,0
ORD104500,745,6,0.092,0,0.374,0.227,0.115,0.003,0,0,5.24,980.29,electronics,0
ORD104501,322,11,0.653,0,0.327,0.189,0.444,0.017,0,0,2.87,419.79,apparel,0
ORD104502,124,8,0.142,0,0.742,0.259,0.301,0.136,0,0,4.73,1180.32,home,0
ORD104503,16,13,0.615,1,0.661,0.436,0.249,0.025,1,0,6.0,3219.26,electronics,1
ORD104504,306,5,0.284,0,0.434,0.478,0.021,0.072,0,0,5.67,1207.47,footwear,1
ORD104505,159,5,0.437,1,0.113,0.24,0.149,0.017,0,0,1.16,1061.43,electronics,0
ORD104506,734,3,0.157,0,0.645,0.207,0.257,0.01,0,0,9.39,1678.87,apparel,0
ORD104507,573,5,0.279,0,0.313,0.396,0.609,0.084,0,0,11.54,1267.79,footwear,0
ORD104508,28,6,0.47,0,0.077,0.79,0.085,0.005,0,0,5.14,556.57,footwear,0
ORD104509,457,3,0.207,0,0.143,0.197,0.223,0.022,0,0,1.82,912.76,home,0
ORD104510,634,9,0.507,1,0.203,0.162,0.325,0.027,0,0,5.55,535.75,electronics,0
ORD104511,101,9,0.312,0,0.158,0.15,0.321,0.15,0,0,13.09,1648.08,home,1
ORD104512,238,4,0.135,0,0.227,0.112,0.064,0.073,0,0,9.18,3518.34,apparel,0
ORD104513,498,9,0.084,1,0.209,0.073,0.137,0.006,0,0,4.09,181.79,apparel,0
ORD104514,38,11,0.103,1,0.287,0.19,0.2,0.046,0,0,11.9,1987.05,apparel,0
ORD104515,225,10,0.183,0,0.421,0.345,0.118,0.086,0,0,6.87,1564.11,home,1
ORD104516,50,9,0.403,1,0.628,0.425,0.338,0.135,0,0,1.61,2747.55,electronics,0
ORD104517,38,16,0.223,1,0.069,0.072,0.148,0.362,0,0,0.96,264.58,apparel,0
ORD104518,296,7,0.352,0,0.209,0.156,0.31,0.056,0,0,0.54,1321.98,footwear,0
ORD104519,1,7,0.156,0,0.246,0.195,0.055,0.046,0,0,4.02,2269.51,home,0
ORD104520,104,5,0.264,2,0.403,0.581,0.35,0.012,0,0,2.89,1150.28,home,1
ORD104521,2336,11,0.371,3,0.286,0.478,0.605,0.201,0,1,2.07,965.87,beauty,1
ORD104522,293,2,0.215,0,0.177,0.32,0.714,0.036,0,0,0.51,1772.34,electronics,0
ORD104523,330,6,0.098,0,0.383,0.141,0.215,0.019,0,0,0.69,2157.43,apparel,0
ORD104524,258,3,0.448,1,0.477,0.157,0.167,0.034,0,0,4.15,11022.32,apparel,0
ORD104525,143,8,0.231,0,0.157,0.37,0.168,0.15,0,0,8.27,808.39,home,0
ORD104526,76,11,0.249,0,0.545,0.31,0.212,0.096,0,1,4.62,777.92,home,0
ORD104527,314,13,0.197,2,0.368,0.238,0.297,0.033,0,0,6.61,1193.22,home,0
ORD104528,75,8,0.227,1,0.274,0.331,0.072,0.054,0,0,2.05,923.19,apparel,0
ORD104529,231,11,0.64,0,0.52,0.326,0.254,0.008,1,0,5.49,1024.74,apparel,0
ORD104530,136,7,0.387,1,0.322,0.818,0.319,0.008,0,0,2.91,1526.39,home,1
ORD104531,87,5,0.207,0,0.035,0.264,0.074,0.005,0,0,13.71,1604.91,apparel,0
ORD104532,1605,9,0.3,0,0.632,0.389,0.453,0.063,0,1,9.91,3866.63,footwear,0
ORD104533,178,13,0.651,0,0.147,0.154,0.666,0.002,0,0,16.11,2139.37,beauty,0
ORD104534,292,5,0.158,1,0.261,0.102,0.217,0.057,0,0,0.75,583.77,apparel,0
ORD104535,84,7,0.314,0,0.125,0.255,0.083,0.009,0,0,10.1,5585.92,apparel,0
ORD104536,725,7,0.204,1,0.645,0.462,0.834,0.177,0,0,2.41,1685.37,electronics,1
ORD104537,66,4,0.279,0,0.627,0.333,0.034,0.159,0,0,4.31,7794.03,home,0
ORD104538,86,7,0.334,2,0.462,0.376,0.665,0.044,0,0,12.73,156.68,apparel,0
ORD104539,420,10,0.24,0,0.499,0.159,0.234,0.003,0,0,6.49,1250.08,home,0
ORD104540,32,11,0.257,0,0.809,0.182,0.244,0.235,0,0,15.76,2015.42,home,0
ORD104541,593,10,0.234,0,0.249,0.084,0.287,0.073,0,1,2.23,1475.85,apparel,0
ORD104542,139,10,0.325,0,0.365,0.378,0.229,0.074,0,0,16.44,3097.36,home,0
ORD104543,360,6,0.172,0,0.361,0.311,0.235,0.14,0,1,1.96,1341.68,electronics,0
ORD104544,138,8,0.495,1,0.318,0.202,0.26,0.032,0,0,3.81,1205.16,footwear,0
ORD104545,532,8,0.04,0,0.46,0.267,0.184,0.086,0,0,0.29,1218.9,apparel,0
ORD104546,533,10,0.654,0,0.77,0.509,0.214,0.234,0,0,0.25,1043.72,apparel,1
ORD104547,177,7,0.299,0,0.322,0.052,0.024,0.006,0,0,5.12,1022.12,electronics,0
ORD104548,30,5,0.208,0,0.472,0.212,0.116,0.136,0,0,0.73,776.82,home,0
ORD104549,610,5,0.087,0,0.162,0.36,0.419,0.007,0,0,2.05,531.59,apparel,0
ORD104550,238,6,0.071,1,0.563,0.063,0.362,0.192,1,0,4.16,2376.92,footwear,0
ORD104551,125,12,0.191,0,0.404,0.232,0.201,0.081,0,0,9.22,2300.17,footwear,0
ORD104552,325,1,0.098,1,0.446,0.315,0.468,0.005,1,0,4.23,1755.78,home,0
ORD104553,326,9,0.114,1,0.266,0.169,0.115,0.001,0,1,2.75,2041.62,electronics,0
ORD104554,131,8,0.373,1,0.405,0.359,0.456,0.027,0,0,0.04,674.43,home,0
ORD104555,975,9,0.326,0,0.243,0.036,0.282,0.005,0,0,1.93,2368.01,apparel,1
ORD104556,465,6,0.157,0,0.264,0.476,0.52,0.283,0,0,2.48,763.85,beauty,0
ORD104557,40,7,0.324,0,0.067,0.346,0.265,0.029,0,0,4.99,2102.64,electronics,0
ORD104558,347,7,0.454,0,0.176,0.394,0.305,0.002,0,0,0.88,270.09,home,0
ORD104559,426,11,0.165,0,0.132,0.085,0.337,0.001,0,0,4.68,1230.81,beauty,0
ORD104560,1294,9,0.036,0,0.254,0.269,0.142,0.073,0,0,9.25,2993.47,home,0
ORD104561,123,9,0.275,0,0.174,0.502,0.13,0.034,0,0,5.1,1984.73,home,0
ORD104562,411,8,0.236,2,0.508,0.789,0.404,0.0,0,1,3.9,1201.18,home,1
ORD104563,567,10,0.157,0,0.304,0.063,0.172,0.028,0,0,1.52,494.26,apparel,0
ORD104564,125,9,0.15,0,0.58,0.13,0.106,0.16,0,0,8.54,306.3,apparel,1
ORD104565,496,11,0.186,1,0.503,0.649,0.25,0.007,0,0,1.22,1353.94,home,1
